DATE|IMSI|DOMAIN|WEIGHTING
FEBRUARY 2016|123456700000009|sport.cnn.com|70
FEBRUARY 2016|123456700000009|citibank.com|87
FEBRUARY 2016|123456700000009|youtube.com|23
FEBRUARY 2016|123456700000009|citibank.com|37
FEBRUARY 2016|123456700000010|sport.cnn.com|90
FEBRUARY 2016|123456700000010|news.bbc.com|43
FEBRUARY 2016|123456700000010|citibank.com|43
FEBRUARY 2016|123456700000010|newscientist.com|21
FEBRUARY 2016|123456700000010|newscientist.com|74
FEBRUARY 2016|123456700000011|time.com|63
FEBRUARY 2016|123456700000011|youtube.com|39
FEBRUARY 2016|123456700000011|newyorktimes.com|97
FEBRUARY 2016|123456700000011|newscientist.com|59
FEBRUARY 2016|123456700000011|news.bbc.com|63
FEBRUARY 2016|123456700000012|news.bbc.com|16
FEBRUARY 2016|123456700000012|time.com|11
FEBRUARY 2016|123456700000012|newyorktimes.com|8
FEBRUARY 2016|123456700000012|barnesandnoble.com|87
FEBRUARY 2016|123456700000012|newscientist.com|57
FEBRUARY 2016|123456700000013|barnesandnoble.com|88
FEBRUARY 2016|123456700000013|news.bbc.com|1
FEBRUARY 2016|123456700000013|time.com|3
FEBRUARY 2016|123456700000013|sport.cnn.com|33
FEBRUARY 2016|123456700000013|newyorktimes.com|42
FEBRUARY 2016|123456700000014|facebook.com|64
FEBRUARY 2016|123456700000014|sport.cnn.com|9
FEBRUARY 2016|123456700000014|citibank.com|91
FEBRUARY 2016|123456700000014|easyodds.com|97
FEBRUARY 2016|123456700000014|facebook.com|67
FEBRUARY 2016|123456700000015|newscientist.com|92
FEBRUARY 2016|123456700000015|easyodds.com|1
FEBRUARY 2016|123456700000015|citibank.com|3
FEBRUARY 2016|123456700000015|time.com|57
FEBRUARY 2016|123456700000015|newscientist.com|94
FEBRUARY 2016|123456700000016|news.bbc.com|20
FEBRUARY 2016|123456700000016|barnesandnoble.com|83
FEBRUARY 2016|123456700000016|facebook.com|21
FEBRUARY 2016|123456700000016|golf.skysports.com|73
FEBRUARY 2016|123456700000016|newscientist.com|1
FEBRUARY 2016|123456700000017|twitter.com|99
FEBRUARY 2016|123456700000017|facebook.com|78
FEBRUARY 2016|123456700000017|twitter.com|43
FEBRUARY 2016|123456700000017|facebook.com|13
FEBRUARY 2016|123456700000017|golf.skysports.com|95
FEBRUARY 2016|123456700000018|news.bbc.com|16
FEBRUARY 2016|123456700000018|citibank.com|33
FEBRUARY 2016|123456700000018|youtube.com|96
FEBRUARY 2016|123456700000018|barnesandnoble.com|33
FEBRUARY 2016|123456700000018|barnesandnoble.com|91
FEBRUARY 2016|123456700000019|citibank.com|8
FEBRUARY 2016|123456700000019|barnesandnoble.com|91
FEBRUARY 2016|123456700000019|youtube.com|14
FEBRUARY 2016|123456700000019|twitter.com|19
FEBRUARY 2016|123456700000019|twitter.com|11
FEBRUARY 2016|123456700000020|citibank.com|49
FEBRUARY 2016|123456700000020|news.bbc.com|84
FEBRUARY 2016|123456700000020|news.bbc.com|24
FEBRUARY 2016|123456700000020|barnesandnoble.com|28
FEBRUARY 2016|123456700000020|sport.cnn.com|41
FEBRUARY 2016|123456700000021|barnesandnoble.com|87
FEBRUARY 2016|123456700000021|citibank.com|48
FEBRUARY 2016|123456700000021|time.com|69
FEBRUARY 2016|123456700000021|twitter.com|86
FEBRUARY 2016|123456700000021|newscientist.com|27
FEBRUARY 2016|123456700000022|youtube.com|93
FEBRUARY 2016|123456700000022|golf.skysports.com|89
FEBRUARY 2016|123456700000022|time.com|3
FEBRUARY 2016|123456700000022|facebook.com|49
FEBRUARY 2016|123456700000022|twitter.com|84
FEBRUARY 2016|123456700000023|twitter.com|16
FEBRUARY 2016|123456700000023|twitter.com|5
FEBRUARY 2016|123456700000023|newyorktimes.com|91
FEBRUARY 2016|123456700000023|newyorktimes.com|38
FEBRUARY 2016|123456700000023|newyorktimes.com|22
FEBRUARY 2016|123456700000024|golf.skysports.com|99
FEBRUARY 2016|123456700000024|easyodds.com|5
FEBRUARY 2016|123456700000024|youtube.com|9
FEBRUARY 2016|123456700000024|news.bbc.com|76
FEBRUARY 2016|123456700000024|easyodds.com|83
FEBRUARY 2016|123456700000025|facebook.com|11
FEBRUARY 2016|123456700000025|twitter.com|67
FEBRUARY 2016|123456700000025|easyodds.com|86
FEBRUARY 2016|123456700000025|time.com|17
FEBRUARY 2016|123456700000025|easyodds.com|33
FEBRUARY 2016|123456700000026|time.com|60
FEBRUARY 2016|123456700000026|time.com|60
FEBRUARY 2016|123456700000026|news.bbc.com|92
FEBRUARY 2016|123456700000026|news.bbc.com|66
FEBRUARY 2016|123456700000026|citibank.com|34
FEBRUARY 2016|123456700000027|golf.skysports.com|3
FEBRUARY 2016|123456700000027|citibank.com|44
FEBRUARY 2016|123456700000027|time.com|72
FEBRUARY 2016|123456700000027|sport.cnn.com|14
FEBRUARY 2016|123456700000027|newscientist.com|12
FEBRUARY 2016|123456700000028|easyodds.com|84
FEBRUARY 2016|123456700000028|newyorktimes.com|37
FEBRUARY 2016|123456700000028|barnesandnoble.com|70
FEBRUARY 2016|123456700000028|facebook.com|74
FEBRUARY 2016|123456700000028|barnesandnoble.com|8
FEBRUARY 2016|123456700000029|newscientist.com|74
FEBRUARY 2016|123456700000029|sport.cnn.com|2
FEBRUARY 2016|123456700000029|newscientist.com|50
FEBRUARY 2016|123456700000029|barnesandnoble.com|45
FEBRUARY 2016|123456700000029|easyodds.com|67
FEBRUARY 2016|123456700000030|twitter.com|29
FEBRUARY 2016|123456700000030|news.bbc.com|7
FEBRUARY 2016|123456700000030|newyorktimes.com|79
FEBRUARY 2016|123456700000030|facebook.com|56
FEBRUARY 2016|123456700000030|newyorktimes.com|40
FEBRUARY 2016|123456700000031|newyorktimes.com|70
FEBRUARY 2016|123456700000031|twitter.com|0
FEBRUARY 2016|123456700000031|twitter.com|27
FEBRUARY 2016|123456700000031|golf.skysports.com|84
FEBRUARY 2016|123456700000031|time.com|73
FEBRUARY 2016|123456700000032|newyorktimes.com|82
FEBRUARY 2016|123456700000032|youtube.com|22
FEBRUARY 2016|123456700000032|time.com|47
FEBRUARY 2016|123456700000032|citibank.com|59
FEBRUARY 2016|123456700000032|barnesandnoble.com|99
FEBRUARY 2016|123456700000033|easyodds.com|65
FEBRUARY 2016|123456700000033|barnesandnoble.com|67
FEBRUARY 2016|123456700000033|youtube.com|7
FEBRUARY 2016|123456700000033|newyorktimes.com|26
FEBRUARY 2016|123456700000033|easyodds.com|93
FEBRUARY 2016|123456700000034|easyodds.com|27
FEBRUARY 2016|123456700000034|facebook.com|67
FEBRUARY 2016|123456700000034|easyodds.com|57
FEBRUARY 2016|123456700000034|newyorktimes.com|73
FEBRUARY 2016|123456700000034|golf.skysports.com|2
FEBRUARY 2016|123456700000035|barnesandnoble.com|9
FEBRUARY 2016|123456700000035|sport.cnn.com|72
FEBRUARY 2016|123456700000035|facebook.com|32
FEBRUARY 2016|123456700000035|twitter.com|25
FEBRUARY 2016|123456700000035|facebook.com|100
FEBRUARY 2016|123456700000036|time.com|0
FEBRUARY 2016|123456700000036|facebook.com|4
FEBRUARY 2016|123456700000036|newscientist.com|87
FEBRUARY 2016|123456700000036|easyodds.com|64
FEBRUARY 2016|123456700000036|golf.skysports.com|31
FEBRUARY 2016|123456700000037|newscientist.com|75
FEBRUARY 2016|123456700000037|newyorktimes.com|20
FEBRUARY 2016|123456700000037|barnesandnoble.com|91
FEBRUARY 2016|123456700000037|time.com|38
FEBRUARY 2016|123456700000037|easyodds.com|51
FEBRUARY 2016|123456700000038|barnesandnoble.com|54
FEBRUARY 2016|123456700000038|golf.skysports.com|14
FEBRUARY 2016|123456700000038|youtube.com|36
FEBRUARY 2016|123456700000038|youtube.com|88
FEBRUARY 2016|123456700000038|newyorktimes.com|65
FEBRUARY 2016|123456700000039|easyodds.com|68
FEBRUARY 2016|123456700000039|barnesandnoble.com|75
FEBRUARY 2016|123456700000039|easyodds.com|61
FEBRUARY 2016|123456700000039|newyorktimes.com|96
FEBRUARY 2016|123456700000039|barnesandnoble.com|5
FEBRUARY 2016|123456700000040|citibank.com|66
FEBRUARY 2016|123456700000040|twitter.com|73
FEBRUARY 2016|123456700000040|youtube.com|55
FEBRUARY 2016|123456700000040|newyorktimes.com|29
FEBRUARY 2016|123456700000040|facebook.com|81
FEBRUARY 2016|123456700000041|sport.cnn.com|48
FEBRUARY 2016|123456700000041|youtube.com|100
FEBRUARY 2016|123456700000041|newyorktimes.com|86
FEBRUARY 2016|123456700000041|newyorktimes.com|68
FEBRUARY 2016|123456700000041|time.com|69
FEBRUARY 2016|123456700000042|citibank.com|93
FEBRUARY 2016|123456700000042|sport.cnn.com|11
FEBRUARY 2016|123456700000042|time.com|53
FEBRUARY 2016|123456700000042|news.bbc.com|29
FEBRUARY 2016|123456700000042|facebook.com|100
FEBRUARY 2016|123456700000043|easyodds.com|70
FEBRUARY 2016|123456700000043|youtube.com|41
FEBRUARY 2016|123456700000043|twitter.com|89
FEBRUARY 2016|123456700000043|time.com|84
FEBRUARY 2016|123456700000043|newscientist.com|51
FEBRUARY 2016|123456700000044|time.com|15
FEBRUARY 2016|123456700000044|golf.skysports.com|45
FEBRUARY 2016|123456700000044|twitter.com|11
FEBRUARY 2016|123456700000044|easyodds.com|63
FEBRUARY 2016|123456700000044|newyorktimes.com|81
FEBRUARY 2016|123456700000045|citibank.com|57
FEBRUARY 2016|123456700000045|newscientist.com|51
FEBRUARY 2016|123456700000045|newyorktimes.com|3
FEBRUARY 2016|123456700000045|twitter.com|6
FEBRUARY 2016|123456700000045|twitter.com|76
FEBRUARY 2016|123456700000046|twitter.com|45
FEBRUARY 2016|123456700000046|golf.skysports.com|38
FEBRUARY 2016|123456700000046|newscientist.com|47
FEBRUARY 2016|123456700000046|barnesandnoble.com|85
FEBRUARY 2016|123456700000046|barnesandnoble.com|94
FEBRUARY 2016|123456700000047|news.bbc.com|54
FEBRUARY 2016|123456700000047|news.bbc.com|15
FEBRUARY 2016|123456700000047|easyodds.com|75
FEBRUARY 2016|123456700000047|facebook.com|19
FEBRUARY 2016|123456700000047|golf.skysports.com|4
FEBRUARY 2016|123456700000048|golf.skysports.com|14
FEBRUARY 2016|123456700000048|newscientist.com|17
FEBRUARY 2016|123456700000048|twitter.com|40
FEBRUARY 2016|123456700000048|newyorktimes.com|100
FEBRUARY 2016|123456700000048|easyodds.com|5
FEBRUARY 2016|123456700000049|news.bbc.com|100
FEBRUARY 2016|123456700000049|newscientist.com|47
FEBRUARY 2016|123456700000049|twitter.com|66
FEBRUARY 2016|123456700000049|sport.cnn.com|51
FEBRUARY 2016|123456700000049|sport.cnn.com|15
FEBRUARY 2016|123456700000050|news.bbc.com|60
FEBRUARY 2016|123456700000050|newyorktimes.com|24
FEBRUARY 2016|123456700000050|facebook.com|42
FEBRUARY 2016|123456700000050|youtube.com|20
FEBRUARY 2016|123456700000050|barnesandnoble.com|90
FEBRUARY 2016|123456700000051|time.com|81
FEBRUARY 2016|123456700000051|newyorktimes.com|28
FEBRUARY 2016|123456700000051|sport.cnn.com|38
FEBRUARY 2016|123456700000051|newscientist.com|72
FEBRUARY 2016|123456700000051|facebook.com|4
FEBRUARY 2016|123456700000052|citibank.com|90
FEBRUARY 2016|123456700000052|golf.skysports.com|96
FEBRUARY 2016|123456700000052|twitter.com|48
FEBRUARY 2016|123456700000052|golf.skysports.com|44
FEBRUARY 2016|123456700000052|golf.skysports.com|74
FEBRUARY 2016|123456700000053|easyodds.com|8
FEBRUARY 2016|123456700000053|news.bbc.com|7
FEBRUARY 2016|123456700000053|youtube.com|14
FEBRUARY 2016|123456700000053|news.bbc.com|21
FEBRUARY 2016|123456700000053|citibank.com|96
FEBRUARY 2016|123456700000054|time.com|31
FEBRUARY 2016|123456700000054|easyodds.com|32
FEBRUARY 2016|123456700000054|newyorktimes.com|30
FEBRUARY 2016|123456700000054|facebook.com|62
FEBRUARY 2016|123456700000054|twitter.com|97
FEBRUARY 2016|123456700000055|news.bbc.com|52
FEBRUARY 2016|123456700000055|barnesandnoble.com|27
FEBRUARY 2016|123456700000055|news.bbc.com|95
FEBRUARY 2016|123456700000055|barnesandnoble.com|64
FEBRUARY 2016|123456700000055|newscientist.com|47
FEBRUARY 2016|123456700000056|barnesandnoble.com|100
FEBRUARY 2016|123456700000056|time.com|46
FEBRUARY 2016|123456700000056|golf.skysports.com|41
FEBRUARY 2016|123456700000056|sport.cnn.com|7
FEBRUARY 2016|123456700000056|newyorktimes.com|36
FEBRUARY 2016|123456700000057|youtube.com|96
FEBRUARY 2016|123456700000057|sport.cnn.com|99
FEBRUARY 2016|123456700000057|easyodds.com|6
FEBRUARY 2016|123456700000057|golf.skysports.com|41
FEBRUARY 2016|123456700000057|citibank.com|82
FEBRUARY 2016|123456700000058|easyodds.com|65
FEBRUARY 2016|123456700000058|easyodds.com|67
FEBRUARY 2016|123456700000058|barnesandnoble.com|35
FEBRUARY 2016|123456700000058|facebook.com|20
FEBRUARY 2016|123456700000058|twitter.com|61
FEBRUARY 2016|123456700000059|barnesandnoble.com|87
FEBRUARY 2016|123456700000059|youtube.com|20
FEBRUARY 2016|123456700000059|newyorktimes.com|72
FEBRUARY 2016|123456700000059|easyodds.com|8
FEBRUARY 2016|123456700000059|sport.cnn.com|40
FEBRUARY 2016|123456700000060|newscientist.com|25
FEBRUARY 2016|123456700000060|easyodds.com|12
FEBRUARY 2016|123456700000060|facebook.com|52
FEBRUARY 2016|123456700000060|easyodds.com|54
FEBRUARY 2016|123456700000060|barnesandnoble.com|96
FEBRUARY 2016|123456700000061|twitter.com|79
FEBRUARY 2016|123456700000061|newscientist.com|45
FEBRUARY 2016|123456700000061|news.bbc.com|81
FEBRUARY 2016|123456700000061|citibank.com|65
FEBRUARY 2016|123456700000061|time.com|32
FEBRUARY 2016|123456700000062|twitter.com|68
FEBRUARY 2016|123456700000062|newyorktimes.com|82
FEBRUARY 2016|123456700000062|newscientist.com|54
FEBRUARY 2016|123456700000062|barnesandnoble.com|51
FEBRUARY 2016|123456700000062|golf.skysports.com|55
FEBRUARY 2016|123456700000063|citibank.com|32
FEBRUARY 2016|123456700000063|barnesandnoble.com|79
FEBRUARY 2016|123456700000063|newyorktimes.com|89
FEBRUARY 2016|123456700000063|easyodds.com|37
FEBRUARY 2016|123456700000063|youtube.com|93
FEBRUARY 2016|123456700000064|facebook.com|23
FEBRUARY 2016|123456700000064|easyodds.com|31
FEBRUARY 2016|123456700000064|easyodds.com|82
FEBRUARY 2016|123456700000064|citibank.com|54
FEBRUARY 2016|123456700000064|news.bbc.com|26
FEBRUARY 2016|123456700000065|news.bbc.com|9
FEBRUARY 2016|123456700000065|newscientist.com|68
FEBRUARY 2016|123456700000065|time.com|73
FEBRUARY 2016|123456700000065|twitter.com|11
FEBRUARY 2016|123456700000065|newyorktimes.com|3
FEBRUARY 2016|123456700000066|news.bbc.com|59
FEBRUARY 2016|123456700000066|citibank.com|64
FEBRUARY 2016|123456700000066|golf.skysports.com|47
FEBRUARY 2016|123456700000066|facebook.com|2
FEBRUARY 2016|123456700000066|twitter.com|29
FEBRUARY 2016|123456700000067|time.com|36
FEBRUARY 2016|123456700000067|time.com|32
FEBRUARY 2016|123456700000067|newscientist.com|37
FEBRUARY 2016|123456700000067|twitter.com|14
FEBRUARY 2016|123456700000067|golf.skysports.com|49
FEBRUARY 2016|123456700000068|citibank.com|37
FEBRUARY 2016|123456700000068|sport.cnn.com|48
FEBRUARY 2016|123456700000068|easyodds.com|71
FEBRUARY 2016|123456700000068|newyorktimes.com|2
FEBRUARY 2016|123456700000068|sport.cnn.com|49
FEBRUARY 2016|123456700000069|easyodds.com|30
FEBRUARY 2016|123456700000069|barnesandnoble.com|25
FEBRUARY 2016|123456700000069|sport.cnn.com|79
FEBRUARY 2016|123456700000069|newyorktimes.com|22
FEBRUARY 2016|123456700000069|easyodds.com|70
FEBRUARY 2016|123456700000070|sport.cnn.com|11
FEBRUARY 2016|123456700000070|easyodds.com|68
FEBRUARY 2016|123456700000070|barnesandnoble.com|15
FEBRUARY 2016|123456700000070|sport.cnn.com|77
FEBRUARY 2016|123456700000070|easyodds.com|33
FEBRUARY 2016|123456700000071|newyorktimes.com|69
FEBRUARY 2016|123456700000071|twitter.com|99
FEBRUARY 2016|123456700000071|newyorktimes.com|48
FEBRUARY 2016|123456700000071|barnesandnoble.com|16
FEBRUARY 2016|123456700000071|facebook.com|89
FEBRUARY 2016|123456700000072|easyodds.com|66
FEBRUARY 2016|123456700000072|twitter.com|94
FEBRUARY 2016|123456700000072|citibank.com|39
FEBRUARY 2016|123456700000072|barnesandnoble.com|10
FEBRUARY 2016|123456700000072|citibank.com|60
FEBRUARY 2016|123456700000073|facebook.com|7
FEBRUARY 2016|123456700000073|twitter.com|8
FEBRUARY 2016|123456700000073|citibank.com|50
FEBRUARY 2016|123456700000073|newyorktimes.com|54
FEBRUARY 2016|123456700000073|citibank.com|24
FEBRUARY 2016|123456700000074|easyodds.com|87
FEBRUARY 2016|123456700000074|newscientist.com|85
FEBRUARY 2016|123456700000074|youtube.com|8
FEBRUARY 2016|123456700000074|time.com|67
FEBRUARY 2016|123456700000074|sport.cnn.com|74
FEBRUARY 2016|123456700000075|twitter.com|37
FEBRUARY 2016|123456700000075|newscientist.com|42
FEBRUARY 2016|123456700000075|barnesandnoble.com|48
FEBRUARY 2016|123456700000075|sport.cnn.com|77
FEBRUARY 2016|123456700000075|newscientist.com|86
FEBRUARY 2016|123456700000076|news.bbc.com|52
FEBRUARY 2016|123456700000076|sport.cnn.com|50
FEBRUARY 2016|123456700000076|sport.cnn.com|16
FEBRUARY 2016|123456700000076|sport.cnn.com|52
FEBRUARY 2016|123456700000076|citibank.com|35
FEBRUARY 2016|123456700000077|newscientist.com|77
FEBRUARY 2016|123456700000077|time.com|81
FEBRUARY 2016|123456700000077|golf.skysports.com|88
FEBRUARY 2016|123456700000077|barnesandnoble.com|87
FEBRUARY 2016|123456700000077|time.com|59
FEBRUARY 2016|123456700000078|twitter.com|91
FEBRUARY 2016|123456700000078|facebook.com|11
FEBRUARY 2016|123456700000078|newyorktimes.com|67
FEBRUARY 2016|123456700000078|twitter.com|44
FEBRUARY 2016|123456700000078|facebook.com|37
FEBRUARY 2016|123456700000079|citibank.com|8
FEBRUARY 2016|123456700000079|twitter.com|11
FEBRUARY 2016|123456700000079|youtube.com|73
FEBRUARY 2016|123456700000079|facebook.com|4
FEBRUARY 2016|123456700000079|time.com|48
FEBRUARY 2016|123456700000080|news.bbc.com|67
FEBRUARY 2016|123456700000080|sport.cnn.com|97
FEBRUARY 2016|123456700000080|golf.skysports.com|31
FEBRUARY 2016|123456700000080|sport.cnn.com|40
FEBRUARY 2016|123456700000080|news.bbc.com|70
FEBRUARY 2016|123456700000081|sport.cnn.com|9
FEBRUARY 2016|123456700000081|citibank.com|98
FEBRUARY 2016|123456700000081|barnesandnoble.com|68
FEBRUARY 2016|123456700000081|easyodds.com|33
FEBRUARY 2016|123456700000081|barnesandnoble.com|53
FEBRUARY 2016|123456700000082|golf.skysports.com|89
FEBRUARY 2016|123456700000082|newscientist.com|90
FEBRUARY 2016|123456700000082|golf.skysports.com|4
FEBRUARY 2016|123456700000082|facebook.com|45
FEBRUARY 2016|123456700000082|youtube.com|79
FEBRUARY 2016|123456700000083|citibank.com|88
FEBRUARY 2016|123456700000083|twitter.com|52
FEBRUARY 2016|123456700000083|easyodds.com|99
FEBRUARY 2016|123456700000083|barnesandnoble.com|48
FEBRUARY 2016|123456700000083|twitter.com|100
FEBRUARY 2016|123456700000084|facebook.com|2
FEBRUARY 2016|123456700000084|facebook.com|76
FEBRUARY 2016|123456700000084|newscientist.com|17
FEBRUARY 2016|123456700000084|youtube.com|8
FEBRUARY 2016|123456700000084|barnesandnoble.com|90
FEBRUARY 2016|123456700000085|golf.skysports.com|93
FEBRUARY 2016|123456700000085|easyodds.com|35
FEBRUARY 2016|123456700000085|barnesandnoble.com|91
FEBRUARY 2016|123456700000085|news.bbc.com|17
FEBRUARY 2016|123456700000085|news.bbc.com|87
FEBRUARY 2016|123456700000086|golf.skysports.com|45
FEBRUARY 2016|123456700000086|twitter.com|12
FEBRUARY 2016|123456700000086|youtube.com|94
FEBRUARY 2016|123456700000086|time.com|43
FEBRUARY 2016|123456700000086|golf.skysports.com|42
FEBRUARY 2016|123456700000087|easyodds.com|72
FEBRUARY 2016|123456700000087|youtube.com|15
FEBRUARY 2016|123456700000087|twitter.com|18
FEBRUARY 2016|123456700000087|news.bbc.com|72
FEBRUARY 2016|123456700000087|barnesandnoble.com|85
FEBRUARY 2016|123456700000088|twitter.com|95
FEBRUARY 2016|123456700000088|youtube.com|56
FEBRUARY 2016|123456700000088|barnesandnoble.com|79
FEBRUARY 2016|123456700000088|newyorktimes.com|78
FEBRUARY 2016|123456700000088|time.com|56
FEBRUARY 2016|123456700000089|easyodds.com|93
FEBRUARY 2016|123456700000089|news.bbc.com|25
FEBRUARY 2016|123456700000089|easyodds.com|87
FEBRUARY 2016|123456700000089|citibank.com|86
FEBRUARY 2016|123456700000089|citibank.com|50
FEBRUARY 2016|123456700000090|time.com|15
FEBRUARY 2016|123456700000090|sport.cnn.com|80
FEBRUARY 2016|123456700000090|golf.skysports.com|33
FEBRUARY 2016|123456700000090|facebook.com|96
FEBRUARY 2016|123456700000090|easyodds.com|86
FEBRUARY 2016|123456700000091|facebook.com|3
FEBRUARY 2016|123456700000091|newscientist.com|69
FEBRUARY 2016|123456700000091|facebook.com|57
FEBRUARY 2016|123456700000091|time.com|58
FEBRUARY 2016|123456700000091|barnesandnoble.com|21
FEBRUARY 2016|123456700000092|citibank.com|97
FEBRUARY 2016|123456700000092|barnesandnoble.com|81
FEBRUARY 2016|123456700000092|sport.cnn.com|51
FEBRUARY 2016|123456700000092|barnesandnoble.com|34
FEBRUARY 2016|123456700000092|time.com|25
FEBRUARY 2016|123456700000093|twitter.com|60
FEBRUARY 2016|123456700000093|time.com|70
FEBRUARY 2016|123456700000093|golf.skysports.com|94
FEBRUARY 2016|123456700000093|twitter.com|26
FEBRUARY 2016|123456700000093|twitter.com|94
FEBRUARY 2016|123456700000094|newyorktimes.com|34
FEBRUARY 2016|123456700000094|time.com|38
FEBRUARY 2016|123456700000094|barnesandnoble.com|46
FEBRUARY 2016|123456700000094|barnesandnoble.com|90
FEBRUARY 2016|123456700000094|easyodds.com|76
FEBRUARY 2016|123456700000095|news.bbc.com|48
FEBRUARY 2016|123456700000095|time.com|79
FEBRUARY 2016|123456700000095|time.com|40
FEBRUARY 2016|123456700000095|newyorktimes.com|32
FEBRUARY 2016|123456700000095|news.bbc.com|34
FEBRUARY 2016|123456700000096|sport.cnn.com|61
FEBRUARY 2016|123456700000096|easyodds.com|2
FEBRUARY 2016|123456700000096|twitter.com|82
FEBRUARY 2016|123456700000096|citibank.com|40
FEBRUARY 2016|123456700000096|sport.cnn.com|58
FEBRUARY 2016|123456700000097|youtube.com|36
FEBRUARY 2016|123456700000097|newyorktimes.com|96
FEBRUARY 2016|123456700000097|facebook.com|1
FEBRUARY 2016|123456700000097|facebook.com|7
FEBRUARY 2016|123456700000097|facebook.com|9
FEBRUARY 2016|123456700000098|golf.skysports.com|48
FEBRUARY 2016|123456700000098|sport.cnn.com|29
FEBRUARY 2016|123456700000098|news.bbc.com|1
FEBRUARY 2016|123456700000098|newscientist.com|46
FEBRUARY 2016|123456700000098|golf.skysports.com|96
FEBRUARY 2016|123456700000099|sport.cnn.com|31
FEBRUARY 2016|123456700000099|facebook.com|33
FEBRUARY 2016|123456700000099|easyodds.com|60
FEBRUARY 2016|123456700000099|golf.skysports.com|24
FEBRUARY 2016|123456700000099|newscientist.com|6
FEBRUARY 2016|123456700000100|facebook.com|60
FEBRUARY 2016|123456700000100|twitter.com|98
FEBRUARY 2016|123456700000100|news.bbc.com|86
FEBRUARY 2016|123456700000100|twitter.com|53
FEBRUARY 2016|123456700000100|facebook.com|4
FEBRUARY 2016|123456700000101|facebook.com|97
FEBRUARY 2016|123456700000101|news.bbc.com|76
FEBRUARY 2016|123456700000101|sport.cnn.com|72
FEBRUARY 2016|123456700000101|time.com|90
FEBRUARY 2016|123456700000101|facebook.com|13
FEBRUARY 2016|123456700000102|golf.skysports.com|53
FEBRUARY 2016|123456700000102|newscientist.com|81
FEBRUARY 2016|123456700000102|golf.skysports.com|53
FEBRUARY 2016|123456700000102|easyodds.com|92
FEBRUARY 2016|123456700000102|barnesandnoble.com|74
FEBRUARY 2016|123456700000103|newscientist.com|32
FEBRUARY 2016|123456700000103|golf.skysports.com|86
FEBRUARY 2016|123456700000103|twitter.com|48
FEBRUARY 2016|123456700000103|facebook.com|19
FEBRUARY 2016|123456700000103|time.com|6
FEBRUARY 2016|123456700000104|golf.skysports.com|64
FEBRUARY 2016|123456700000104|sport.cnn.com|57
FEBRUARY 2016|123456700000104|newyorktimes.com|9
FEBRUARY 2016|123456700000104|golf.skysports.com|6
FEBRUARY 2016|123456700000104|twitter.com|38
FEBRUARY 2016|123456700000105|newscientist.com|40
FEBRUARY 2016|123456700000105|easyodds.com|3
FEBRUARY 2016|123456700000105|youtube.com|68
FEBRUARY 2016|123456700000105|easyodds.com|70
FEBRUARY 2016|123456700000105|news.bbc.com|22
